Produto Original,Total Unidades,Frequencia,Termo de Busca
"Sais para Reidratação Oral Hidroral Sabor Tradicional 4 unidades de 27,9g cada",219.0,12,Sais Para Reidratação Oral Hidroral Sabor Tradicional De 27 Cada
Ritmoneuran RTM Flaconete 10ml,219.0,13,Ritmoneuran Rtm Flaconete
"Esmalte Loceryl 50mg/ml 2,5ml",219.0,14,Esmalte Loceryl Ml 2
Galvus 50mg 56 comprimidos,219.0,12,Galvus
Cedur Retard 400mg 30 comprimidos revestidos de liberação prolongada,219.0,12,Cedur Retard Revestidos De Liberação Prolongada
Anador 1g 10 comprimidos,218.0,12,Anador
Diupress 25mg + 5mg 30 comprimidos,218.0,14,Diupress
Peridal 10mg 30 comprimidos,218.0,12,Peridal
"Celergin 0,4mg/ml + 0,05mg/ml Xarope 120ml",218.0,13,Celergin 0 Ml 0 Ml Xarope
Pressat 5mg 90 comprimidos,218.0,13,Pressat
Minian 150mcg + 20mcg 21 comprimidos,218.0,14,Minian
Daivonex 50mcg/g Pomada Dermatológica 30g,218.0,12,Daivonex G Pomada Dermatológica
Apracur Duo 6 comprimidos,217.0,12,Apracur Duo
Teste de Gravidez Fast Test 1un,217.0,12,Teste De Gravidez Fast Test 1Un
Novanlo 5mg 60 comprimidos,217.0,14,Novanlo
Trezor 5mg 30 comprimidos,217.0,12,Trezor
Eliquis 5mg 20 Comprimidos Revestidos,217.0,12,Eliquis Revestidos
Miosan 10mg 30 comprimidos,217.0,13,Miosan
"Diovan HCT 80mg + 12,5mg 28 comprimidos revestidos",217.0,12,Diovan Hct 12 Revestidos
Elidel 10mg/g Creme 15g,216.0,12,Elidel G Creme
Acertil 10mg 30 comprimidos,216.0,15,Acertil
"Embo 2,5mg 60 comprimidos revestidos",216.0,13,Embo 2 Revestidos
Niquitin 21mg 7 adesivos transdérmicos transparentes,216.0,12,Niquitin 7 Adesivos Transdérmicos Transparentes
"Elani 28 3mg + 0,03mg 28 comprimidos revestidos",216.0,13,Elani 28 0 Revestidos
"Gestrelan 0,15mg + 0,03mg 21 comprimidos revestidos",216.0,12,Gestrelan 0 0 Revestidos
Broncho - Vaxom 7mg 10 cápsulas,216.0,12,Broncho Vaxom
Naprix A 10mg + 5mg 30 cápsulas,215.0,14,Naprix A
Lantus 100UI/ml 1 carpule com 3ml,215.0,12,Lantus 100Ui Ml 1 Carpule Com
"Auris-Sedina 18,6mg/ml + 1,3mg/ml 10ml",215.0,14,Auris Sedina 18 Ml 1 Ml
Azulfin 500mg 60 comprimidos revestidos,215.0,13,Azulfin Revestidos
Mesacol 500mg 15 supositórios,215.0,14,Mesacol 15 Supositórios
Suplemento Vitamínico Depura 500UI/Gota 10ml,215.0,13,Suplemento Vitamínico Depura 500Ui Gota
Massageol Pomada 15g,214.0,13,Massageol Pomada
"Clob - X 0,5mg/ml Shampoo 125ml",214.0,15,Clob X 0 Ml Shampoo
Maxalgina 1g 10 Comprimidos,214.0,13,Maxalgina
"Betametasona 0,1mg/ml sabor Framboesa 120ml",214.0,12,Betametasona 0 Ml Sabor Framboesa
Montelair 5mg Sabor Cereja 30 comprimidos mastigáveis,214.0,12,Montelair Sabor Cereja Mastigáveis
Isoflavine 75mg 30 comprimidos revestidos,214.0,12,Isoflavine Revestidos
Plurair 50mcg/dose Spray 120 doses 12ml,214.0,12,Plurair Dose Spray 120 Doses
Profenid 100mg/2ml Solução Injetável 6 ampolas com 2ml cada,214.0,14,Profenid Solução Injetável 6 Ampolas Com Cada
Niquitin 14mg 7 adesivos transdérmicos transparentes,214.0,13,Niquitin 7 Adesivos Transdérmicos Transparentes
Passajá 1 flaconete com 4ml,213.0,12,Passajá 1 Flaconete Com
Montelair 10mg 30 comprimidos revestidos,213.0,14,Montelair Revestidos
Clopin 75mg 30 comprimidos revestidos,213.0,13,Clopin Revestidos
Coltrax 2mg/ml 3 ampolas com 2ml,212.0,13,Coltrax Ml 3 Ampolas Com
Aerodine 100mcg Teuto Aerossol 200 doses + adaptador,212.0,13,Aerodine Teuto Aerossol 200 Doses Adaptador
Meclin Jet 50mg 10 comprimidos mastigáveis,212.0,15,Meclin Jet Mastigáveis
Bexai 35mg 10 cápsulas duras,212.0,12,Bexai Duras
"Esalerg 0,5mg/ml Xarope Sabor Tutti Frutti 60ml",212.0,12,Esalerg 0 Ml Xarope Sabor Tutti Frutti
Solução Otológica Cerumin 8ml,212.0,12,Solução Otológica Cerumin
Naldecon Multi 16 comprimidos,212.0,13,Naldecon Multi
Leite de Magnésia Phillips Hortelã 350ml,212.0,13,Leite De Magnésia Phillips Hortelã
Insulina Humana Novolin N 100UI/ml 10ml,211.0,13,Insulina Humana Novolin N 100Ui Ml
Acheflan 5mg/g Creme 60g,211.0,12,Acheflan G Creme
"Solução Oftálmica Glaub 0,2% 5ml",211.0,12,Solução Oftálmica Glaub 0 2
"Clexane 40mg/0,4ml 10 seringas preenchidas com 0,4ml com sistema de segurança",211.0,13,Clexane 0 10 Seringas Preenchidas Com 0 Com Sistema De Segurança
"Combodart 0,5mg + 0,4mg 90 cápsulas gelatinosas duras de liberação prolongada",211.0,13,Combodart 0 0 Gelatinosas Duras De Liberação Prolongada
Vitamina D3 Addera D3 50.000UI 4 comprimidos revestidos,210.0,13,Vitamina D3 Addera D3 50 000Ui Revestidos
"Bravan HCT 160mg + 12,5mg 30 comprimidos",210.0,16,Bravan Hct 12
Pastilhas Vick Drops Sabor Artificial de Limão 10g,210.0,13,Pastilhas Vick Drops Sabor Artificial De Limão
Lactulife Sabor Ameixa 120ml,210.0,13,Lactulife Sabor Ameixa
Puran T4 25mcg 30 comprimidos,210.0,14,Puran T4
Oscillococcinum 6 Tubos,209.0,13,Oscillococcinum 6 Tubos
Antiácido Pó Efervescente Gastrol Abacaxi 1 envelope com 5g,209.0,12,Antiácido Pó Efervescente Gastrol Abacaxi Com
Takil 20mg + 30mg Creme Ginecológico 35g + 7 aplicadores,209.0,12,Takil Creme Ginecológico 7 Aplicadores
Digesan 10mg 20 cápsulas,209.0,13,Digesan
Dorflex Max 4 comprimidos,209.0,13,Dorflex Max
Profenid Retard 200mg 10 comprimidos revestidos,209.0,14,Profenid Retard Revestidos
Diamicron MR 60mg 30 comprimidos de liberação prolongada,208.0,13,Diamicron Mr De Liberação Prolongada
Iccor 5mg 30 comprimidos revestidos,208.0,12,Iccor Revestidos
Norvasc 5mg 30 comprimidos,207.0,12,Norvasc
Oxipelle 10mg/g Creme 20g,207.0,13,Oxipelle G Creme
Neovangy MR 35mg EMS 30 comprimidos revestidos de liberação prolongada,207.0,13,Neovangy Mr Ems Revestidos De Liberação Prolongada
Buscofem Hot 2 adesivos térmicos descartáveis,207.0,12,Buscofem Hot 2 Adesivos Térmicos Descartáveis
Antiácido Pó Efervescente Estomazil Sabor Abacaxi 5g,207.0,12,Antiácido Pó Efervescente Estomazil Sabor Abacaxi
Antialérgico Polaramine 6mg 12 Drágeas,206.0,12,Antialérgico Polaramine
Magnésia Bisurada Sabor Menta 40 pastilhas,206.0,12,Magnésia Bisurada Sabor Menta 40 Pastilhas
"Carbidol 25mg + 250mg, 30 comprimidos",206.0,12,Carbidol
Humalog Kwikpen Caneta 100UI 1 carpule com 3ml + 1 sistema de aplicação,206.0,13,Humalog Kwikpen Caneta 100Ui 1 Carpule Com 1 Sistema De Aplicação
Levoid 100mcg 30 comprimidos,205.0,12,Levoid
Ziprol 28 Comprimidos Revestidos 40mg,205.0,12,Ziprol Revestidos
Levoid 175mcg 30 comprimidos,205.0,13,Levoid
Nicorette 4mg Icemint 30 gomas mastigáveis,205.0,13,Nicorette Icemint Omas Mastigáveis
Cozaar 50mg 30 comprimidos revestidos,205.0,15,Cozaar Revestidos
Analgésico Dorflex Uno 1g 4 comprimidos,204.0,13,Analgésico Dorflex Uno
Gel Dersani Hidrogel com Alginato 30g,204.0,12,Gel Dersani Hidrogel Com Alginato
"RISEDROSS - 150mg, 2 comprimidos revestidos",204.0,14,Risedross Revestidos
Apracur 6 comprimidos,203.0,12,Apracur
Retemic 5mg 60 comprimidos,203.0,12,Retemic
Naprix D 5mg + 25mg 30 cápsulas duras,203.0,13,Naprix D Duras
Profenid 20mg/ml Sabor Morango 20ml,203.0,12,Profenid Ml Sabor Morango
Xarelto 20mg 28 comprimidos revestidos,203.0,14,Xarelto Revestidos
Gel Arnica Montana 200mg/g Herbarium 30g,203.0,13,Gel Arnica Montana G Herbarium
Óleo de Girassol Skinage 100ml,202.0,13,Óleo De Girassol Skinage
Antialérgico Allegra Pediátrico 6mg/ml 150ml,202.0,14,Antialérgico Allegra Pediátrico Ml
Lisador Dip 1g 10 comprimidos,202.0,12,Lisador Dip
Tenadren 80mg + 25mg 30 comprimidos,202.0,13,Tenadren
Solução Antisséptica Malvatricin 250ml,201.0,13,Solução Antisséptica Malvatricin
"Glicel 2,5g Adulto 6 supositórios de glicerina",201.0,14,Glicel 2 Adulto 6 Supositórios De Glicerina
Toragesic Gotas 20mg/ml EMS 10ml,201.0,12,Toragesic Gotas Ml Ems
"Anoro Ellipta 62,5mcg/25mcg 30 doses de pó para inalação",201.0,13,Anoro Ellipta 62 30 Doses De Pó Para Inalação
"Rehidrat 50 Sabor Laranja 4 envelopes de 7,625g",201.0,12,Rehidrat 50 Sabor Laranja De 7
"Inpruv D 50.000UI Apsen, 4 Comprimidos",201.0,14,Inpruv D 50 000Ui Apsen
Singulair 5mg 30 comprimidos mastigáveis,200.0,13,Singulair Mastigáveis
"Iumi 3mg + 0,02mg 24 comprimidos revestidos",200.0,13,Iumi 0 Revestidos
Luftal Gel Caps 125mg 10 cápsulas gelatinosas,200.0,13,Luftal Gel Caps Gelatinosas
Lavagem Nasal Nasoar 30 sachês + frasco aplicador,200.0,13,Lavagem Nasal Nasoar 30 Sachês Frasco Aplicador
Lacto-Leve Sabor Ameixa 120ml,200.0,13,Lacto Leve Sabor Ameixa
Arcalion 200mg 20 drágeas,199.0,13,Arcalion
Suprema 2mg + 1mg 28 comprimidos revestidos,199.0,12,Suprema Revestidos
Suplemento Alimentar Femibion 2 28 comprimidos + 28 cápsulas,199.0,13,Suplemento Alimentar Femibion 2
Plenance EZE 20mg+10mg 30 Cápsulas,199.0,13,Plenance Eze
"Livial 2,5mg 84 comprimidos",199.0,12,Livial 2
"AdviPro 11,6mg Gel 30g",198.0,12,Advipro 11 Gel
Prolive 15 cápsulas,198.0,13,Prolive
Suavicid Legrand Bisnaga com 15g,198.0,12,Suavicid Legrand Bisnaga Com
Allexofedrin Pediátrico 6mg/ml EMS Sabor Framboesa 60ml,198.0,13,Allexofedrin Pediátrico Ml Ems Sabor Framboesa
Livalo 4mg 60 comprimidos revestidos,198.0,14,Livalo Revestidos
"PROVERA - 10mg, 14 comprimidos",198.0,13,Provera
Perivasc 450mg + 50mg 60 Comprimidos Revestidos,198.0,12,Perivasc Revestidos
Diminut 75mcg + 20mcg 21 comprimidos revestidos,197.0,12,Diminut Revestidos
Pomada Omcilon-A Orabase 1mg/g Aspen 10g,197.0,12,Pomada Omcilon A Orabase G Aspen
Ginkgo Vital 80mg 30 comprimidos,197.0,13,Ginkgo Vital
Ancoron 200mg 30 comprimidos revestidos,197.0,13,Ancoron Revestidos
"Bravan HCT 80mg + 12,5mg 30 comprimidos",197.0,12,Bravan Hct 12
Ginkomed 80mg 30 comprimidos revestidos,196.0,12,Ginkomed Revestidos
Suplemento Alimentar Neutrofer Folato D 30 comprimidos revestidos,196.0,13,Suplemento Alimentar Neutrofer Folato D Revestidos
Glifage XR 750mg 30 comprimidos de liberação prolongada,196.0,14,Glifage Xr De Liberação Prolongada
Parasin 400mg Sabor Banan 1 comprimido mastigável,196.0,14,Parasin Sabor Banan Mastigável
Seretide Diskus 50mcg + 250mcg 60 doses de pó para inalação,195.0,12,Seretide Diskus 60 Doses De Pó Para Inalação
Piascledine 300 100mg + 200mg 30 cápsulas,195.0,13,Piascledine 300
Lugano 12mcg + 250mcg Refil 60 cápsulas com pó para inalação,195.0,12,Lugano Refil Com Pó Para Inalação
Sucrafilm 200mg/m 20 flaconetes com 10ml cada,194.0,12,Sucrafilm M 20 Flaconetes Com Cada
Picbam 5mg 60 comprimidos revestidos,194.0,13,Picbam Revestidos
Nuromol 200mg + 500mg 12 comprimidos revestidos,194.0,13,Nuromol Revestidos
"Fluidificante e Descongestionante Nasal Rinosoro SIC Spray 0,9%  50ml",194.0,14,Fluidificante E Descongestionante Nasal Rinosoro Sic Spray 0 9
Antiácido Simeco Plus Sabor Hortelã 240ml,194.0,14,Antiácido Simeco Plus Sabor Hortelã
Buscopan Pediátrico 10mg/ml Gotas 20ml,193.0,13,Buscopan Pediátrico Ml Gotas
Clotrigel 20mg/g Creme 20g + 3 aplicadores,193.0,13,Clotrigel G Creme 3 Aplicadores
Ibandronato de Sódio Monoidratado 150mg EMS 1 comprimido revestido,192.0,13,Ibandronato De Sódio Monoidratado Ems Revestido
Analgésico Dorflex Uno 1g com 10 comprimidos,192.0,14,Analgésico Dorflex Uno Com
"Solução Nasal Naridrin 12 Horas 1mg/ml + 0,2mg/ml + 5mg/ml 30ml",192.0,13,Solução Nasal Naridrin 12 Horas Ml 0 Ml Ml
Dozoito 50mg 30 comprimidos,191.0,12,Dozoito
Eniagor 50mg/ml Solução Capilar 50ml,190.0,12,Eniagor Ml Solução Capilar
Kelo-Cote Gel 15g,190.0,12,Kelo Cote Gel
Piemonte 4mg 30 comprimidos mastigáveis,190.0,12,Piemonte Mastigáveis
Puran T4 125mcg 30 comprimidos,190.0,12,Puran T4
"Livial 2,5mg 28 comprimidos",190.0,12,Livial 2
"Diprosone 0,5mg/g Creme Dermatológico 30g",189.0,12,Diprosone 0 G Creme Dermatológico
Analgésico Sonridor 2 comprimidos efervescentes,189.0,14,Analgésico Sonridor Efervescentes
"Akynzeo 0,56 + 300mg 1 cápsula dura",188.0,12,Akynzeo 0 56 Dura
Clopin Duo 75mg + 100mg 30 comprimidos revestidos,188.0,12,Clopin Duo Revestidos
Pergo 2mg/ml 120ml,188.0,13,Pergo Ml
Caltrate Ca 600mg + D3 200 UI 60 comprimidos revestidos,187.0,13,Caltrate Ca D3 200 Ui Revestidos
Analgésico Dorflex Uno 1g com 20 Comprimidos,187.0,12,Analgésico Dorflex Uno Com
Teolong 200mg 30 cápsulas com microgrânulos de liberação prolongada,187.0,14,Teolong Com Microgrânulos De Liberação Prolongada
Lanz 30mg 28 cápsulas duras de liberação retardada,187.0,12,Lanz Duras De Liberação Retardada
Solução Tópica Pantogar Top 80ml,187.0,12,Solução Tópica Pantogar Top
Busonid Aquoso Nasal 50mcg 120 doses 6ml,187.0,13,Busonid Aquoso Nasal 120 Doses
Antigases Mylicon 75mg/ml Gotas 15ml,186.0,14,Antigases Mylicon Ml Gotas
Ecos 3mg/ml Xarope Sabor Caramelo 120ml,185.0,12,Ecos Ml Xarope Sabor Caramelo
Apresolina 50mg 60 drágeas,185.0,12,Apresolina
Busonid Caps 200mcg Refil 60 cápsulas para inalação,185.0,14,Busonid Caps Refil Para Inalação
"Atropina 0,5% Solução Oftálmica 5ml",185.0,12,Atropina 0 5 Solução Oftálmica
Biofenac DI 50mg Sabor Cereja 20 comprimidos dispersíveis,184.0,12,Biofenac Di Sabor Cereja Dispersíveis
Pradaxa 75mg 30 cápsulas,184.0,12,Pradaxa
Allexofedrin Pediátrico 6mg/ml EMS Sabor Framboesa 150ml,184.0,14,Allexofedrin Pediátrico Ml Ems Sabor Framboesa
Nevrix 100mg + 100mg + 5mg 90 comprimidos revestidos,183.0,12,Nevrix Revestidos
Ginkoba 120mg 30 comprimidos revestidos,183.0,12,Ginkoba Revestidos
Floratil 200mg 6 cápsulas,183.0,13,Floratil
Leite de Magnésia Phillips Hortelã 120ml,182.0,13,Leite De Magnésia Phillips Hortelã
Massageol Pomada 30g,182.0,14,Massageol Pomada
Lavagem Nasal Nasoar XT Refil 15 sachês,181.0,14,Lavagem Nasal Nasoar Xt Refil 15 Sachês
"Solução Oftálmica Ster MD 1,2mg/ml 10ml",181.0,12,Solução Oftálmica Ster Md 1 Ml
Varivax 300mg 30 comprimidos,180.0,13,Varivax
"Indapen SR 1,5mg 60 comprimidos revestidos",179.0,12,Indapen Sr 1 Revestidos
Trezor 40mg 30 comprimidos revestidos,179.0,13,Trezor Revestidos
Pantozol 20mg 28 Comprimidos revestidos de liberação retardada,177.0,12,Pantozol Revestidos De Liberação Retardada
Remilev 250mg + 60mg 20 comprimidos revestidos,177.0,13,Remilev Revestidos
Press Plus 5mg + 20mg 30 cápsulas,177.0,13,Press Plus
"Flogoral 1,5mg/ml Sabor Laranja 150ml",177.0,13,Flogoral 1 Ml Sabor Laranja
Naprix A 5mg + 5mg 30 cápsulas,176.0,13,Naprix A
Leite de Magnésia Eno Hortelã 120ml,175.0,14,Leite De Magnésia Eno Hortelã
"AdviPro 11,6mg Aerossol 85ml",175.0,12,Advipro 11 Aerossol
Malvona Solução Oral 200ml,175.0,12,Malvona Solução Oral
Lonium 40mg 30 comprimidos revestidos,175.0,12,Lonium Revestidos
"Annita 20mg/mL, 1 frasco com 100mL de Pó para Suspensão Oral",174.0,12,Annita Ml 1
Complexo Homeopático Almeida Prado N 16 60 Comprimidos,174.0,13,Complexo Homeopático Almeida Prado N 16
"Marevan 2,5mg 60 comprimidos",173.0,13,Marevan 2
Itraspor 100mg 15 cápsulas duras,172.0,12,Itraspor Duras
Teste De Gravidez Clearblue Digital,171.0,12,Teste De Gravidez Clearblue Digital
Bramicar 40mg 30 comprimidos,171.0,12,Bramicar
Levoid 150mcg 30 comprimidos,171.0,12,Levoid
Benegrip 12 comprimidos revestidos,170.0,14,Benegrip Revestidos
Xarope Fluive 120ml,168.0,12,Xarope Fluive
Antiácido Pó Efervescente Estomazil Sem Sabor 100g,166.0,15,Antiácido Pó Efervescente Estomazil Sem Sabor
Cipide 100mg 30 comprimidos,163.0,12,Cipide
Buona 150mg 30 cápsulas,163.0,13,Buona
Dexilant 60mg Takeda 30 cápsulas de liberação retardada,163.0,14,Dexilant Takeda De Liberação Retardada
DuploStat 800mg Abbott 60 Cápsulas Gelatinosas Moles,162.0,13,Duplostat Abbott Gelatinosas Moles
Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas,162.0,13,Tâmisa 30 Sem Parar
Dropropizina 3mg/ml Biosintética 120ml,160.0,12,Dropropizina Ml Biosintética
Symbicort Turbuhaler 6/100mcg 60 doses,160.0,13,Symbicort Turbuhaler 6 60 Doses
Xantinon 30 comprimidos revestidos,160.0,12,Xantinon Revestidos
Besomed Almeida Prado 60 Comprimidos,159.0,13,Besomed Almeida Prado
Analgésico CataflamPRO Emulgel 60g,159.0,13,Analgésico Cataflampro Emulgel
"Procoralan 7,5mg 56 comprimidos revestidos",157.0,12,Procoralan 7 Revestidos
Flixotide Spray 250mcg 60 doses,156.0,12,Flixotide Spray 60 Doses
Suplemento Probiótico Colidis 5ml,155.0,12,Suplemento Probiótico Colidis
Fly 250mg 20 cápsulas moles,155.0,13,Fly Moles
Doss 7.000UI 12 cápsulas gelatinosas moles,151.0,12,Doss 7 000Ui Gelatinosas Moles
Monessa 30 cápsulas,150.0,13,Monessa
Flotac 70mg 10 cápsulas,148.0,14,Flotac
Analgésico Novalgina 1g 10 comprimidos,147.0,13,Analgésico Novalgina
Flancox 500mg 14 comprimidos revestidos,144.0,14,Flancox Revestidos
Fentizol Óvulo 600mg 1 óvulo + 1 aplicador,141.0,13,Fentizol Óvulo 1 Óvulo 1 Aplicador
"Vonau Flash 4mg, Sabor Menta 10 comprimidos de desintegração oral",138.0,12,Vonau Flash Sabor Menta De Desintegração Oral
Florax SM 50milhões/ml Pediátrico Sabor Framboesa 5 flaconetes com 5ml cada,137.0,12,Florax Sm 50Milhões Ml Pediátrico Sabor Framboesa 5 Flaconetes Com Cada
"Ozempic 0,25mg 1 carpule de 1,5ml + 1 sistema para aplicação + 6 agulhas novofine",115.0,14,Ozempic 0 1 Carpule De 1 1 Sistema Para Aplicação 6 Agulhas Novofine
